Numer_zgloszenia;Numer_prawa_wylacznego;Data_Zgloszenia;Numer_BUP;Data_Publikacji_BUP;Numer_WUP;Data_Publikacji_WUP;Nazwa_znaku;Rodzaj_znaku;Uprawnieni;Miasto_uprawnionego;Kraj_uprawnionego;Pelnomocnicy;Klasyfikacja_nicejska;Klasyfikacja_wiedenska;Status_sprawy;
049667;033597;1947-06-30;;;;;KATHANODE;S;CHLORIDE GROUP PLC;LONDYN;GB;PHZ "Polservice";NIC: 09 ;;Wygaśnięcie prawa ochronnego;
049669;033864;1947-07-04;;;;;LOUIS PHILIPPE;S;CONSORTIUM MEDITERRANEEN DE PARFUMERIE SA;MONTE CARLO;MC;"Patpol" Sp. z o.o.;NIC: 03 ;;Wygaśnięcie prawa ochronnego;
049685;034037;1947-07-10;;;;;GLOBE;S;NA;NA;ZZ;;NIC: 03 05 29 30 ;;Wygaśnięcie prawa ochronnego;
049687;033923;1947-07-10;;;06/1948;1948-06-30;WELLCOME;S;GLAXO GROUP LIMITED;BRENTFORD;GB;Michał Sosnowski;NIC: 05 ;;Udzielenie prawa;
049740;033685;1947-08-01;;;01/1948;1948-01-31;VIBATEX;S;CIBA SPECIALTY CHEMICALS HOLDING INC.;BAZYLEA;CH;"Polservice" sp. z o.o.;NIC: 01 ;;Wygaśnięcie prawa ochronnego;
049748;033655;1947-08-05;;;01/1948;1948-01-31;g;G;EUROPE BRANDS S.A R.L.;LUKSEMBURG;LU;Magdalena Pietrosiuk Jan Wierzchoń i Partnerzy Biuro Patentów i Znaków Towarowych Spółka Jawna;NIC: 16 ;VIE: 2515 ;Wygaśnięcie prawa ochronnego;
049752;033686;1947-08-06;;;;;BUFFALO;S;CPC INTERNATIONAL INC.;ENGLEWOOD CLIFFS;US;"Patpol" Sp. z o.o.;NIC: 30 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
049777;033688;1947-08-12;;;;;POWR UN HOMME LES PLUS BELLES LAVANDES;S;PARFUMS CARON;PARYŻ;FR;PHZ "Polservice";NIC: 03 21 ;;Wygaśnięcie prawa ochronnego;
049781;033737;1947-08-12;;;;;LA CARONA;S;NA;NA;ZZ;;NIC: 03 05 21 ;;Wygaśnięcie prawa ochronnego;
049828;033924;1947-09-02;;;06/1948;1948-06-30;CHANEL;S;CHANEL SARL;GLARIS;CH;Joanna Kowalewska;NIC: 03 ;;Udzielenie prawa;
049830;034518;1947-09-02;;;;;BOURJOIS;S;BOURJOIS, LTD.;NOWY JORK;US;PHZ "Polservice";NIC: 03 ;;Wygaśnięcie prawa ochronnego;
049848;033848;1947-09-11;;;04/1948;1948-04-30;LODGE;S;FIAT AUTO S.P.A.;TURYN;IT;"Polservice" sp. z o.o.;NIC: 12 ;;Wygaśnięcie prawa ochronnego;
049852;034193;1947-09-15;;;;;;G;JUDGE INTERNATIONAL LIMITED;THORNS ROAD;GB;PHZ "Polservice";NIC: 06 21 ;VIE: 0201 2604 ;Wygaśnięcie prawa ochronnego;
049853;033963;1947-09-15;;;;;REYNOLDS;S;REYNOLDS;BIRMINGHAM;GB;PHZ "Polservice";NIC: 06 ;;Wygaśnięcie prawa ochronnego;
049887;034199;1947-09-25;;;;;BRANO;SG;BRANO-BRANECKÉ ŻELEZARNY, NARODNI PODNIK;HRADEC NAD MORAVICI;CS;PHZ "Polservice";NIC: 06 07 08 09 11 12 15 ;VIE: 2604 2705 ;Wygaśnięcie prawa ochronnego;
049896;033827;1947-09-29;;;;;ATKINSON;S;UNILEVER N.V.;ROTTERDAM;NL;Kulikowska & Kulikowski;NIC: 03 ;;Wygaśnięcie prawa ochronnego;
049897;033964;1947-09-30;;;;;KEEPALITE;SG;CHLORIDE GROUP PLC;LONDYN;GB;PHZ "Polservice";NIC: 11 ;VIE: 2601 2705 ;Wygaśnięcie prawa ochronnego;
049898;034192;1947-09-30;;;;;CHLORIDE;S;CHLORIDE GROUP LIMITED;LONDYN;GB;Magdalena Pietrosiuk Jan Wierzchoń Partnerzy-Biuro Patentów i Znaków Towarowych Spółka Jawna;NIC: 09 ;;Udzielenie prawa;
049917;033930;1947-10-08;;;06/1948;1948-06-30;NICA;S;SAFT AKTIEBOLAG;OSKARSHAMM;SE;Agnieszka Skrzypczak PATPOL Spółka z o.o.;NIC: 09 11 ;;Udzielenie prawa;
049921;034109;1947-10-11;;;;;ŚNIEŻKA;S;Fabryka Kosmetyków "Pollena-Lechia";Poznań;PL;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
049923;034351;1947-10-11;;;;;GWIAZDA;S;NA;NA;ZZ;;NIC: 01 03 04 05 ;;Wygaśnięcie prawa ochronnego;
049929;033826;1947-10-14;;;;;FRIOPLAST;S;SIKA AG. VORM. KASPAR WINKLER & CO.;ZURYCH;CH;"Patpol" Sp. z o.o.;NIC: 01 ;;Wygaśnięcie prawa ochronnego;
049930;033869;1947-10-14;;;;;FERROXEUBE;S;NA;NA;ZZ;;NIC: 01 04 21 ;;Wygaśnięcie prawa ochronnego;
049934;033856;1947-10-16;;;;;BOLLINGER;SG;SOCIETE BOLLINGER & CO.;AY;FR;PHZ "Polservice";NIC: 33 ;VIE: 2005 2403 2705 ;Wygaśnięcie prawa ochronnego;
049941;033947;1947-10-20;;;;;BIRMABRIGHT;SG;NA;NA;ZZ;;NIC: 06 19 ;;Wygaśnięcie prawa ochronnego;
049949;034038;1947-10-24;;;;;TECHMATIC;SG;NA;NA;ZZ;;NIC: 08 09 11 13 21 ;;Wygaśnięcie prawa ochronnego;
049950;033793;1947-10-24;;;;;PRESTOPLAST;S;Fabryka Kosmetyków "Pollena-Lechia";Poznań;PL;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
049968;033907;1947-10-31;;;;;SECO;S;SECO TOOLS AKTIEBOLAG;FAGERSTA;SE;PHZ "Polservice";NIC: 07 ;;Wygaśnięcie prawa ochronnego;
049972;033948;1947-11-03;;;;;CILAG;S;CILAG-CHEMIE AKTIENGESELLSCHAFT /CILAG-CHIMIE SOCIETÉ ANONYME/ /CILAG-CHEMIE LIMITED/;SCHAFHAUSEN;CH;"Patpol" Sp. z o.o.;NIC: 01 02 03 05 ;;Wygaśnięcie prawa ochronnego;
049973;034396;1947-11-03;;;;;PYRIDACIL;S;CILAG-CHEMIE A.G.;SCHAFFHAUSEN;CH;"Patpol" Sp. z o.o.;NIC: 01 02 03 05 ;;Wygaśnięcie prawa ochronnego;
049987;033954;1947-11-03;;;;;BILAMID;S;NA;NA;ZZ;;NIC: 01 02 03 04 05 ;;Wygaśnięcie prawa ochronnego;
049995;034688;1947-11-07;;;07/1949;1949-08-31;SLAZENGER;S;SLAZENGERS LIMITED;CAMBERLEY;GB;Aleksandra Kryśka PATPOL Sp. z o.o.;NIC: 28 ;;Udzielenie prawa;
049996;033874;1947-11-07;;;05/1948;1948-05-31;VITAFILM;S;Pliant Corporation;Schaumburg;US;Jadwiga Szewczyk Polservice Sp. z o.o.;NIC: 16 ;;Udzielenie prawa;
050012;034009;1947-11-17;;;07/08/1948;1948-08-31;T O S;SG;TOS, A.S.;PRAGA 10;CZ;Monika Anusiewicz PATPOL Sp. z o.o.;NIC: 07 08 09 ;VIE: 2603 2613 ;Wygaśnięcie prawa ochronnego;
050016;034498;1947-10-16;;;;;SPARKLETS;S;ISI METALLWARENFABRIK GESELLSCHAFT M.B.H.;WIEDEŃ;AT;"Patpol" Spółka z o.o.;NIC: 06 10 ;;Wygaśnięcie prawa ochronnego;
050045;034685;1947-11-24;;;07/1949;1949-08-31;SKODA;SG;II UPRAWNIONY:SKODA AUTO A.S.  III UPRAWNIONY: ŠKODA TRANSPORTATION A.S.  IV UPRAWNIONY: ŠKODA ELECTRIC A.S.,  I UPRAWNIONY: ŠKODA INVESTMENT A.S.;MLADA BOLESLAV, PLZEŇ, PRAGA 1;CZ, CZ;Jadwiga Szewczyk Polservice Kancelaria Rzeczników Patentowych Sp. z o.o. Alicja Pers PATPOL Spółka z o.o.;NIC: 06 07 08 09 11 12 ;VIE: 0307 2415 2601 ;Udzielenie prawa;
050091;034126;1947-12-17;;;;;STUDIO;S;KOH-I-NOOR TUZKARNA L.& C. HARDTMUTH, NARODNI PODNIK;CESKE BUDEJOVICE;CZ;PHZ "Polservice";NIC: 16 ;;Wygaśnięcie prawa ochronnego;
050119;034041;1947-12-27;;;;;SYNTROGEL;S;F.HOFFMAN-LA ROCHE & CO.A.G.;BAZYLEA;CH;"Patpol" Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
050120;034042;1947-12-27;;;;;PROTOVIT;S;F.HOFFMANN-LA ROCHE & CO.A.G.;BAZYLEA;CH;"Patpol" Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
050124;034046;1947-12-27;;;;;BENICOT;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
050125;034047;1947-12-27;;;;;BENADON;S;F.HOFFMANN-LA ROCHE A.G.;BAZYLEA;CH;"Patpol" Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
050126;034048;1947-12-27;;;;;BEFLAVIN;S;F.HOFMANN-LA ROCHE & CO.A.G.;BAZYLEA;CH;"Patpol" Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
050128;034050;1947-12-27;;;;;BECOZYM;S;F.HOFFMANN-LA ROCHE AG;BAZYLEA;CH;"Patpol" Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
050134;034466;1947-12-31;;;;;GLISSA;S;AKTIEBOLAGET PULVERKEMI;SZTOKHOLM;SE;PHZ "Polservice";NIC: 07 ;;Wygaśnięcie prawa ochronnego;
050135;034341;1947-12-31;;;01/1949;1949-01-30;T;G;TRELLEBORG AKTIEBOLAG;TRELLEBORG;SE;Jadwiga Szewczyk Polservice Sp. z o.o.;NIC: 07 09 12 17 ;VIE: 2603 ;Udzielenie prawa;
050139;034093;1948-01-07;;;;;CALEMONA;S;SUNKIST GROWERS, INC.;LOS ANGELES;US;"Patpol" Sp. z o.o.;NIC: 30 32 ;;Wygaśnięcie prawa ochronnego;
050153;033984;1948-01-09;;;;;SULPHAMEZATHINE;S;IMPERIAL CHEMICAL INDUSTRIES PLC;LONDYN;GB;"Patpol" Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
050157;033985;1948-01-09;;;;;HARD FINN;S;NA;NA;ZZ;;NIC: 17 ;;Wygaśnięcie prawa ochronnego;
050167;034074;1948-01-16;;;;;PHENERGAN;S;RHONE-POULENC INDUSTRIES;PARYŻ;FR;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
050169;034073;1948-01-16;;;;;SUBTOSAN;S;RHONE-POULENC INDUSTRIES;PARYŻ;FR;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
050207;034395;1948-01-27;;;02/1949;1949-02-28;TESLA;SG;TESLA, AKCIOVA SPOLECNOST;PRAGA;CZ;"Patpol" Sp. z o.o.;NIC: 09 ;VIE: 0101 2601 2611 ;Wygaśnięcie prawa ochronnego;
050213;034078;1948-01-28;;;;;SUNBEAM;SG;SUMBEAM CORPORATION, A DELAWARE CORPORATION;CHICAGO;US;PHZ "Polservice";NIC: 09 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
050237;034523;1948-02-06;;;;;PHILCO;S;WHITE CONSOLIDATED INDUSTRIES INC.;CLEVELAND;US;"Patpol" Sp.z o.o.;NIC: 07 11 ;;Wygaśnięcie prawa ochronnego;
050239;033937;1948-02-09;;;06/1948;1948-06-30;TESLA;S;TESLA, AKCIOVA SPOLECNOST;PRAGA;CZ;"Patpol" Sp. z o.o.;NIC: 09 ;;Wygaśnięcie prawa ochronnego;
050246;034437;1948-02-11;;;03/1949;1949-03-31;CORDENKA;S;CORDENKA GMBH;WUPPERTAL;DE;Agnieszka Skrzypczak PATPOL Spółka z o.o.;NIC: 23 ;;Udzielenie prawa;
050247;034559;1948-12-30;;;;;FIBRENKA;S;ENKA B.V.;ARNHEM;NL;PHZ "Polservice";NIC: 25 26 22 23 24 ;;Wygaśnięcie prawa ochronnego;
050248;034436;1948-02-11;;;03/1949;1949-03-31;ENKA;S;INTERNATIONAL CHEMICAL INVESTORS IV S.A.;LUKSEMBURG;LU;Marek Łazewski LDS ŁAZEWSKI DEPO I WSPÓLNICY SPÓŁKA KOMANDYTOWA;NIC: 24 23 ;;Udzielenie prawa;
050250;034512;1948-02-12;;;04/1949;1949-04-30;PERMUTIT;S;USF LIMITED;MEIR;GB;"Polservice" Sp. z o.o.;NIC: 04 11 ;;Wygaśnięcie prawa ochronnego;
050254;034283;1948-02-12;;;12/1948;1948-12-31;CHRISTIAN DIOR;S;PERFUMS CHRISTIAN DIOR SOCIÉTÉ ANONYME;PARYŻ;FR;"Polservice" Sp. z o.o.;NIC: 03 21 ;;Wygaśnięcie prawa ochronnego;
050260;034167;1988-09-22;;;;;PELENTAN;S;SPOFA-SPOJENE PODNIKY PRO ZDRAVOTNICKOU VYROBU;PRAGA;CS;"Patpol" Sp. z o.o.;NIC: 01 05 ;;Wygaśnięcie prawa ochronnego;
050268;033992;1948-02-17;;;;;PYRIBENZAMINE;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
050269;033993;1948-02-17;;;;;PBZ;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
050272;034058;1948-02-17;;;07/08/1948;1948-08-31;COKE;S;THE COCA-COLA COMPANY;ATLANTA, GEORGIA 3013;US;Małgorzata Grabowska;NIC: 32 ;;Udzielenie prawa;
050288;033939;1948-02-23;;;;;EVER-YOU;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
050293;034204;1948-02-24;;;11/1948;1948-11-30;NO 5;SG;CHANEL SARL;GLARUS;CH;Joanna Kowalewska;NIC: 03 ;;Udzielenie prawa;
050294;034205;1948-10-14;;;11/1948;1948-11-30;NO 22;SG;CHANEL SARL;GLARIS;CH;Joanna Kowalewska;NIC: 03 ;;Udzielenie prawa;
050323;034084;1948-03-05;;;;;IRGAMID;S;CIBA -GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 01 05 ;;Wygaśnięcie prawa ochronnego;
050337;034218;1948-03-11;;;;;HOSTOGENOL;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
050338;034025;1948-03-11;;;;;UCLAF;SG;ROUSSEL-UCLAF, SOCIÉTÉ ANONYME;PARYŻ;FR;"Patpol" Sp. z o.o.;NIC: 01 03 04 05 11 21 30 ;VIE: 0307 1913 2705 ;Wygaśnięcie prawa ochronnego;
050341;034060;1948-03-11;;;07/08/1948;1948-08-31;SIPOREX;S;XELLA DEUTSCHLAND GMBH;DUISBURG;DE;Jadwiga Szewczyk Polservice Sp. z o.o.;NIC: 06 17 19 ;;Udzielenie prawa;
050344;033996;1948-03-12;;;;;FOR LADY;S;NA;NA;ZZ;;NIC: 25 26 ;;Wygaśnięcie prawa ochronnego;
050355;034071;1948-03-18;;;;;MEZ;SG;ZAVODY SILNOPROUDÉ ELEKTROTECHNIKY, KONCERN PRAHA-MEZ BRNO, KONCERNOWY PODNIK;BRNO;CZ;"Patpol" Sp. z o.o.;NIC: 06 07 09 11 ;VIE: 0115 2601 ;Wygaśnięcie prawa ochronnego;
050356;034622;1948-03-20;;;;;AMBASSADOR;SG;NA;NA;ZZ;;NIC: 08 09 11 13 28 ;;Wygaśnięcie prawa ochronnego;
050379;034454;1948-10-15;;;;;ALLIED ARTISTS PRODUCTIONS INC;SG;NA;NA;ZZ;;NIC: 09 ;;Wygaśnięcie prawa ochronnego;
050380;034514;1948-03-23;;;;;FERTARON;SG;NA;NA;ZZ;;NIC: 01 03 04 05 29 30 32 ;;Wygaśnięcie prawa ochronnego;
050381;034438;1948-03-23;;;;;LYNORAL;SG;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
050382;033997;1948-03-23;;;07/08/1948;1948-08-31;TIMKEN;S;THE TIMKEN COMPANY;North Canton;US;Joanna Kowalewska;NIC: 06 ;;Udzielenie prawa;
050423;034483;1948-03-30;;;;;AMOLAN;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
050429;034895;1948-04-05;;;;;DAIMON PODMOKLY;SG;PALABA A.S.;SLANY;CZ;"Patpol" Sp.z o.o.;NIC: 07 09 11 12 14 ;VIE: 0115 2604 2605 ;Wygaśnięcie prawa ochronnego;
050432;034072;1948-04-04;;;;;SIROLIN;S;F.HOFFMANN-LA ROCHE & CO.AKTIENGESELLSCHAFT;BAZYLEA;CH;"Patpol" Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
050440;034568;1948-04-10;;;;;HERBATA Z INDIANINEM;S;NA;NA;ZZ;;NIC: 29 30 ;;Wygaśnięcie prawa ochronnego;
050444;034170;1948-04-13;;;;;TENASCO;S;COURTAULDS LIMITED;LONDYN;GB;PHZ "Polservice";NIC: 24 ;;Wygaśnięcie prawa ochronnego;
050447;034879;1948-04-14;;;;;LAUTIER FILS;S;NA;NA;ZZ;;NIC: 01 04 29 30 32 ;;Wygaśnięcie prawa ochronnego;
050448;034137;1948-04-14;;;10/1948;1948-10-30;SPONGOSTAN;S;FERROSAN A/S;SOBORG;DK;Bartosz Krakowiak POLSERVICE Spółka z o.o.;NIC: 05 ;;Udzielenie prawa;
050450;034887;1949-04-14;;;;;HENCO;S;NA;NA;ZZ;;NIC: 32 33 ;;Wygaśnięcie prawa ochronnego;
050468;034665;1948-04-20;;;;;FARBOL;S;NA;NA;ZZ;;NIC: 01 02 03 04 05 16 ;;Wygaśnięcie prawa ochronnego;
050535;034346;1948-05-10;;;01/1949;1949-01-30;ZETOR;S;HTC HOLDING A.S.;BRATISLAVA;SK;Izabella Dudek-Urbanowicz PATPOL Sp. z o.o.;NIC: 12 ;;Udzielenie prawa;
050543;034231;1948-05-15;;;;;B;SG;RUDY RIJEN, NARODNI PODNIK;OSTROKOVICE;CS;"Patpol" Sp. z o.o.;NIC: 17 ;VIE: 2601 2705 ;Wygaśnięcie prawa ochronnego;
050586;034441;1948-05-25;;;;;EXIDE IRONCLAD;SG;EXIDE CORPORATION;READING;US;PHZ "Polservice";NIC: 09 ;VIE: 2817 ;Wygaśnięcie prawa ochronnego;
050587;034442;1948-05-25;;;03/1949;1949-03-31;EXIDE;S;EXIDE TECHNOLOGIES;ALPHARETTA;US;Jadwiga Szewczyk Polservice Sp. z o.o.;NIC: 09 ;;Udzielenie prawa;
050591;034570;1948-05-26;;;;;HENNINA;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
050599;034502;1948-05-31;;;04/1949;1949-04-30;BARUM;SG;CONTINENTAL BARUM s.r.o.;Otrokovice;CZ;Monika Stępień Dennemeyer;NIC: 12 ;VIE: 2705 ;Udzielenie prawa;
050601;029659;1937-12-30;;;;;MONOTYPE;S;THE MONOTYPE CORPORATION PUBLIC LIMITED COMPANY;LONDYN;GB;Patpol Spółka z o.o.;NIC: 09 16 ;;Wygaśnięcie prawa ochronnego;
050765;034287;1948-07-08;;;;;SOIR DE PARIS;SG;BOURJOIS, LTD.;NOWY JORK;US;PHZ "Polservice";NIC: 03 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
050792;034267;1948-07-14;;;;;KENSITAS CIGARETTES;SG;GALLAHER LIMITED;WEYBRIDGE;GB;"Patpol" Sp. z o.o.;NIC: 34 ;VIE: 0201 1103 2601 ;Wygaśnięcie prawa ochronnego;
050822;034411;1948-07-20;;;;;ETICYCLINE;SG;NA;NA;ZZ;;NIC: 01 03 04 05 ;;Wygaśnięcie prawa ochronnego;
050823;034456;1948-07-20;;;;;KOLYNOS;S;COLGATE-PALMOLIVE COMPANY;NOWY JORK;US;"Patpol" Sp. z o.o.;NIC: 03 ;;Wygaśnięcie prawa ochronnego;
050827;034404;1948-07-23;;;;;AMBINON;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
050836;034392;1948-07-23;;;;;ZIBELINE;S;PARFUMS WEIL PARIS;PARYŻ;FR;"Patpol" Sp. z o.o.;NIC: 03 ;;Wygaśnięcie prawa ochronnego;
050839;034415;1948-07-23;;;02/1949;1949-02-28;ANTILOPE;S;AROLI;ST PIERRE DES CORPS;FR;Agnieszka Skrzypczak PATPOL Sp. z o.o.;NIC: 03 ;;Wygaśnięcie prawa ochronnego;
050849;034574;1948-07-27;;;;;LYSPAMIN;S;NA;NA;ZZ;;NIC: 01 02 03 04 05 ;;Wygaśnięcie prawa ochronnego;
050855;034805;1948-07-27;;;;;BYRRH;S;NA;NA;ZZ;;NIC: 29 30 ;;Wygaśnięcie prawa ochronnego;
050866;034661;1948-07-31;;;;;EARLY AMERICAN FRIENDSHIP'S GARDEN;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
050894;034449;1948-08-09;;;;;F1 ENKA;S;NA;NA;ZZ;;NIC: 02 03 05 ;;Wygaśnięcie prawa ochronnego;
050908;034393;1948-08-10;;;;;PURASA;S;NA;NA;ZZ;;NIC: 01 02 03 04 05 ;;Wygaśnięcie prawa ochronnego;
050973;034775;1948-08-17;;;09/1949;1949-12-31;I.C.I.;S;IMPERIAL CHEMICAL INDUSTRIES PLC;LONDYN;GB;Kulikowska & Kulikowski;NIC: 01 02 04 16 17 29 30 ;;Wygaśnięcie prawa ochronnego;
050974;034422;1948-08-27;;;;;FARRAMATIC;S;NA;NA;ZZ;;NIC: 07 ;;Wygaśnięcie prawa ochronnego;
050975;034663;1948-08-28;;;;;SANFORSET;SG;CLUETT, PEABODY & CO.,INC. /DELAWARE CORP./;NOWY JORK;US;PHZ "Polservice";NIC: 24 25 ;;Wygaśnięcie prawa ochronnego;
050976;034659;1948-08-28;;;;;SANFORSET;SG;CLUETT, PEABODY & CO., INC.;NOWY JORK;US;PHZ "Polservice";NIC: 25 ;;Wygaśnięcie prawa ochronnego;
050985;034580;1948-09-01;;;;;FLORANA;SG;NA;NA;ZZ;;NIC: 31 ;;Wygaśnięcie prawa ochronnego;
050987;034542;1948-09-01;;;;;GOLD;SG;NA;NA;ZZ;;NIC: 34 ;;Wygaśnięcie prawa ochronnego;
050995;034469;1948-09-02;;;03/1949;1949-03-31;VAT 69;S;DIAGEO BRANDS B.V.;AMSTERDAM;NL;Wanda Kulikowska Kulikowska i Kulikowski;NIC: 33 ;;Udzielenie prawa;
050996;034457;1948-09-02;;;;;SANDERSON'S;SG;WILLIAM SANDERSON & SON LIMITED;LEITH;GB;"Patpol" Sp. z o.o.;NIC: 33 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
050997;034440;1948-09-02;;;;;ACHESON GRAPHITE;SG;NA;NA;ZZ;;NIC: 05 10 ;;Wygaśnięcie prawa ochronnego;
051002;034371;1948-09-04;;;;;BIBULKA KWIATOWA;SG;NA;NA;ZZ;;NIC: 13 ;;Wygaśnięcie prawa ochronnego;
051012;034451;1948-09-10;;;;;ANGEL-FACE;SG;NA;NA;ZZ;;NIC: 03 ;;Wygaśnięcie prawa ochronnego;
051015;034850;1948-09-14;;;;;BLEIBERG;SG;NA;NA;ZZ;;NIC: 06 08 09 11 13 19 21 ;;Wygaśnięcie prawa ochronnego;
051018;034587;1948-09-14;;;;;ISOTHIOL;SG;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
051030;034406;1948-09-21;;;;;AMPLIVOX;SG;NA;NA;ZZ;;NIC: 09 ;;Wygaśnięcie prawa ochronnego;
051042;034511;1948-09-27;;;04/1949;1949-04-30;PHILIPS;SG;Koninklijke Philips N.V.;Eindhoven;NL;Izabella Dudek-Urbanowicz PATPOL KANCELARIA PATENTOWA Sp. z o.o.;NIC: 01 02 03 04 05 06 07 08 09 10 11 12 14 15 16 17 18 19 20 21 26 27 28 31 34 ;VIE: 0101 0115 2401 2601 ;Udzielenie prawa;
051043;034510;1948-09-27;;;04/1949;1949-04-30;PHILIPS;S;Koninklijke Philips N.V.;Eindhoven;NL;Izabella Dudek-Urbanowicz PATPOL KANCELARIA PATENTOWA Sp. z o.o.;NIC: 01 02 03 04 05 06 07 08 09 10 11 12 14 15 16 17 18 19 20 21 26 27 28 31 34 ;;Udzielenie prawa;
051046;034455;1948-09-30;;;;;;G;THE RANK ORGANISATION LIMITED;LONDYN;GB;"Patpol" Sp.z o.o.;NIC: 09 ;VIE: 0201 2201 2604 ;Wygaśnięcie prawa ochronnego;
051058;034543;1948-10-11;;;;;ACHESON;G;NA;NA;ZZ;;NIC: 05 10 12 ;;Wygaśnięcie prawa ochronnego;
051059;034581;1948-10-12;;;;;HEPSOL;G;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
051066;034642;1948-10-13;;;;;D.M.C.;SG;DOLLFUS MIEG & CIE;PARYŻ;FR;PHZ "Polservice";NIC: 22 ;VIE: 2501 2604 2605 ;Wygaśnięcie prawa ochronnego;
051070;034635;1948-10-13;;;;;A BRODER D.M.C.18;SG;NA;NA;ZZ;;NIC: 22 23 24 27 ;;Wygaśnięcie prawa ochronnego;
051071;034633;1948-10-13;;;;;ALSA;SG;NA;NA;ZZ;;NIC: 24 25 26 ;;Wygaśnięcie prawa ochronnego;
051078;034531;1948-10-13;;;;;B;SG;AKTIEBOLAGET BOFORS;BOFORS;SE;PHZ "Polservice";NIC: 06 07 08 13 ;VIE: 2415 2705 ;Wygaśnięcie prawa ochronnego;
051080;034476;1948-10-15;;;;;SCHWEPPS;SG;NA;NA;ZZ;;NIC: 29 32 ;;Wygaśnięcie prawa ochronnego;
051084;034712;1948-10-18;;;;;SPECIA;S;SOCIÉTÉ PARISIENNE D'EXPANSION CHEMIQUE "SPECIA";PARYŻ;FR;PHZ "Polservice";NIC: 01 03 ;;Wygaśnięcie prawa ochronnego;
051097;034499;1948-10-28;;;;;LINOTYPE;S;LINOTYPE COMPANY /DELAWARE CORPORATION/;NOWY JORK;US;"Patpol" Sp. z o.o.;NIC: 07 ;;Wygaśnięcie prawa ochronnego;
051098;034727;1948-10-28;;;;;MERGENTHALER;S;LINOTYPE CO. /DELAWARE CORPORATION/;NOWY JORK;US;"Patpol" Sp. z o.o.;NIC: 07 ;;Wygaśnięcie prawa ochronnego;
051100;034500;1948-10-29;;;;;FARNESIANA CARON;S;NA;NA;ZZ;;NIC: 03 05 21 26 ;;Wygaśnięcie prawa ochronnego;
051101;034556;1948-10-29;;;;;FARNESIANA CARON;S;NA;NA;ZZ;;NIC: 03 05 21 26 ;;Wygaśnięcie prawa ochronnego;
051112;034473;1948-11-12;;;;;ANDREWS;S;SCOTT & TURNER LIMITED;NEWCASTLE;GB;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
051113;034482;1948-01-12;;;;;ANDREWS LIVER SALT;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
051130;034465;1948-11-20;;;;;DRENE;S;PROCTER & GAMBLE LIMITED;GOSFORTH;GB;"Patpol" Sp. z o.o.;NIC: 03 ;;Wygaśnięcie prawa ochronnego;
051131;034472;1948-11-20;;;;;DREFT;S;PROCTER & GAMBLE LIMITED;GOSFORTH;GB;"Patpol" Sp. z o.o.;NIC: 03 ;;Wygaśnięcie prawa ochronnego;
